NroTrx;customerid;total;useragentbrowser;useragentoperatingsystem;useragentdevice;diasem
P025986;35047;151;Mobile Safari;iOS;iPhone;Vie
P025987;44392;68;Chrome Mobile;Android;other;Vie
P025988;38519;92.5;Samsung Internet;Android;Samsung;Vie
P025989;35404;122.5;Chrome;Windows;other;Vie
P025990;65618;75;Chrome Mobile;Android;other;Vie
P025991;53752;55;Chrome;Windows;other;Vie
P025992;43641;96.5;Chrome Mobile;Android;other;Vie
P025993;65365;100.5;Chrome;Windows;other;Vie
P025994;42273;54;Chrome;Windows;other;Vie
P025995;65571;51.5;Chrome;Windows;other;Vie
P025996;49193;169;Chrome Mobile;Android;other;Vie
P025997;65607;84;Mobile Safari;WKWebView;iOS;Vie
P025998;44048;68;Chrome;Windows;other;Vie
P025999;65608;121;Mobile Safari;iOS;iPhone;Vie
P026000;55525;96;Mobile Safari;iOS;iPhone;Vie
P026001;45355;242.5;Chrome;Windows;other;Vie
P026002;38289;132.5;Chrome;Mac OS X;other;Vie
P026003;35489;85;Chrome;Windows;other;Vie
P026004;35602;79.5;Chrome Mobile;Android;other;Vie
P026005;65603;54;Facebook;Android;Samsung;Vie
P026006;65628;53.5;Chrome;Windows;other;Vie
P026007;45076;125.5;Chrome;Windows;other;Vie
P026008;65623;344.5;Chrome;Windows;other;Vie
P026009;39552;50;Chrome;Windows;other;Vie
P026010;65634;96;Chrome;Windows;other;Vie
P026011;65630;124.5;Mobile Safari;iOS;iPhone;Vie
P026012;65622;99;Chrome Mobile;Android;other;Vie
P026013;35404;74;Chrome;Windows;other;Vie
P026014;65640;108.5;Mobile Safari;iOS;iPhone;Vie
P026015;35248;97.5;Chrome;Windows;other;Vie
P026016;56355;59;Mobile Safari;iOS;iPhone;Vie
P026017;55890;163.5;Chrome;Windows;other;Vie
P026018;65647;78;Safari;Mac OS X;other;Vie
P026019;65646;110;Chrome Mobile;Android;other;Vie
P026020;37764;53.5;Mobile Safari;iOS;iPhone;Vie
P026021;65641;67;Chrome;Windows;other;Vie
P026022;38205;110.5;Chrome;Windows;other;Vie
P026023;36204;83;Edge;Windows;other;Vie
P026024;42568;131;Chrome Mobile;Android;other;Vie
P026025;48722;159;Chrome;Windows;other;Vie
P026026;33753;67;Edge;Windows;other;Vie
P026027;65649;75;Mobile Safari;iOS;iPhone;Vie
P026028;47527;106;Safari;Mac OS X;other;Vie
P026029;39055;54;Chrome Mobile;Android;XiaoMi;Vie
P026030;65653;148.5;Chrome Mobile;Android;other;Vie
P026031;65644;81;Chrome;Windows;other;Vie
P026032;65213;53;Safari;Mac OS X;other;Vie
P026033;65667;52;Mobile Safari;iOS;iPhone;Vie
P026034;45915;67;Mobile Safari;iOS;iPad;Vie
P026035;40792;52.5;Chrome;Windows;other;Vie
P026036;65633;71;Mobile Safari;WKWebView;iOS;Vie
P026037;36948;151.5;Chrome Mobile;Android;other;Vie
P026038;46332;93;Mobile Safari;iOS;iPhone;Vie
P026039;65671;64;Chrome Mobile;Android;other;Vie
P026040;51460;53;Chrome Mobile;Android;other;Vie
P026041;65636;107.5;Chrome;Windows;other;Vie
P026042;44584;249;Chrome Mobile iOS;iOS;iPhone;Vie
P026043;65664;132;Chrome Mobile;Android;other;Vie
P026044;51089;171.5;Chrome;Windows;other;Vie
P026045;54298;71;Mobile Safari;iOS;iPhone;Vie
P026046;46694;111;Chrome Mobile;Android;other;Vie
P026047;65680;54;Chrome;Windows;other;Vie
P026048;65567;66.5;Chrome Mobile;Android;other;Vie
P026049;46732;52.5;Chrome;Windows;other;Vie
P026050;46694;53.5;Chrome Mobile;Android;other;Vie
P026051;65533;66.5;Chrome Mobile;Android;other;Vie
P026052;65681;92;Mobile Safari;iOS;iPhone;Vie
P026053;51205;108;Chrome Mobile;Android;other;Vie
P026054;57267;146.5;Mobile Safari;iOS;iPhone;Vie
P026055;40530;53.5;Chrome;Windows;other;Vie
P026056;38507;181;Samsung Internet;Android;Samsung;Vie
P026057;58236;112.5;Chrome;Windows;other;Vie
P026058;65674;67.5;Chrome Mobile;Android;other;Vie
P026059;35716;139;Mobile Safari;WKWebView;iOS;Vie
P026060;35673;162.5;Chrome Mobile;Android;other;Vie
P026061;64689;67;Mobile Safari;iOS;iPhone;Vie
P026062;46702;66.5;Chrome Mobile;Android;other;Vie
P026063;65690;52.5;Chrome Mobile;Android;other;Vie
P026064;54287;61.5;Chrome;Windows;other;Vie
P026065;65684;219;Chrome;Windows;other;Vie
P026066;37129;66;Chrome;Windows;other;Vie
P026067;41219;65.5;Chrome;Windows;other;Vie
P026068;47960;121.5;Chrome Mobile;Android;other;Vie
P026069;65319;190;Chrome Mobile iOS;iOS;iPad;Vie
P026070;65673;186.5;Chrome Mobile;Android;other;Vie
P026071;65693;52.5;Chrome;Windows;other;Vie
P026072;65694;107;Chrome;Mac OS X;other;Vie
P026073;65672;74.5;Chrome;Windows;other;Vie
P026074;48117;58.5;Chrome;Windows;other;Vie
P026075;37330;77.5;Mobile Safari;iOS;iPhone;Vie
P026076;39993;71;Chrome;Windows;other;Vie
P026077;65662;76;Firefox;Windows;other;Vie
P026078;41873;52.5;Chrome Mobile iOS;iOS;iPhone;Vie
P026079;46039;80;Safari;Mac OS X;other;Vie
P026080;65708;67;Chrome Mobile;Android;other;Vie
P026081;33982;53.5;Chrome;Windows;other;Vie
P026082;49019;162;Chrome;Windows;other;Vie
P026083;35369;124;Chrome Mobile;Android;other;Vie
P026084;62362;67;Chrome;Windows;other;Vie
P026085;39605;76;Samsung Internet;Android;Samsung;Vie
P026086;50327;477;Chrome Mobile;Android;other;Vie
P026087;39198;147;Chrome;Windows;other;Vie
P026088;65279;237;Facebook;Android;other;Vie
P026089;65714;98;Mobile Safari;iOS;iPhone;Vie
P026090;65702;130;Chrome;Windows;other;Vie
P026091;40512;300;Safari;Mac OS X;other;Vie
P026092;35155;82.5;Chrome Mobile;Android;other;Vie
P026093;48233;96.5;Chrome Mobile iOS;iOS;iPhone;Vie
P026094;65713;67;Facebook;iOS;iPhone;Vie
P026095;44401;80;Samsung Internet;Android;Samsung;Vie
P026096;40567;55;Chrome;Windows;other;Vie
P026097;65722;114;Chrome;Mac OS X;other;Vie
P026098;65728;85;Mobile Safari;iOS;iPhone;Vie
P026099;47203;68;Chrome Mobile;Android;other;Vie
P026100;65279;55;Facebook;Android;other;Vie
P026101;65726;157.5;Chrome;Mac OS X;other;Vie
P026102;48020;78;Chrome;Windows;other;Vie
P026103;65637;84;Chrome Mobile;Android;other;Vie
P026104;39203;102;Chrome;Windows;other;Vie
P026105;58265;107;Chrome;Windows;other;Vie
P026106;48071;58.5;Chrome;Windows;other;Vie
P026107;65724;107;Chrome Mobile;Android;other;Vie
P026108;34042;264;Chrome;Windows;other;Vie
P026109;39431;56;Chrome Mobile;Android;Moto;Vie
P026110;65721;58.5;Chrome Mobile;Android;other;Vie
P026111;65723;186.5;Safari;Mac OS X;other;Vie
P026112;46770;95;Chrome Mobile;Android;other;Vie
P026113;36370;315;Mobile Safari;iOS;iPhone;Vie
P026114;36163;58;Chrome;Windows;other;Vie
P026115;65738;55;Chrome;Mac OS X;other;Vie
P026116;65744;52.5;Mobile Safari;WKWebView;iOS;Vie
P026117;37878;117;Mobile Safari;iOS;iPhone;Vie
P026118;65709;117;Chrome Mobile;Android;other;Vie
P026119;65732;150;Mobile Safari;iOS;iPhone;Vie
P026120;62800;65;Mobile Safari;iOS;iPhone;Vie
P026121;65741;80.5;Chrome;Windows;other;Vie
P026122;59809;67;Mobile Safari;iOS;iPhone;Vie
P026123;65750;84;Mobile Safari;iOS;iPhone;Vie
P026124;36234;100;Chrome Mobile;Android;other;Vie
P026125;41160;64;Chrome;Windows;other;Vie
P026126;65753;84;Safari;Mac OS X;other;Vie
P026127;65752;94;Mobile Safari;iOS;iPhone;Vie
P026128;65691;75;Chrome;Windows;other;Vie
P026129;65740;123;Mobile Safari;iOS;iPhone;Vie
P026130;65704;53;Samsung Internet;Android;Samsung;Vie
P026131;65758;241.5;Chrome;Windows;other;Vie
P026132;57221;52.5;Chrome Mobile;Android;other;Vie
P026133;65748;114.5;Chrome;Mac OS X;other;Vie
P026134;38111;81;Chrome;Windows;other;Vie
P026135;38507;71;Chrome Mobile;Android;other;Vie
P026136;58089;106.5;Mobile Safari;iOS;iPhone;Vie
P026137;38675;65;Safari;Mac OS X;other;Vie
P026138;35666;109.5;Chrome;Windows;other;Vie
P026139;65686;96.5;Chrome Mobile;Android;other;Vie
P026140;64980;154;Chrome Mobile;Android;other;Vie
P026141;58139;104;Firefox;Windows;other;Vie
P026142;65736;52;Chrome;Windows;other;Vie
P026143;65755;53.5;Chrome Mobile;Android;other;Vie
P026144;39689;53;Chrome Mobile;Android;other;Vie
P026145;65769;59;Mobile Safari;iOS;iPhone;Vie
P026146;49369;79;Chrome Mobile;Android;other;Vie
P026147;41323;138;Chrome;Mac OS X;other;Vie
P026148;65765;73.5;Chrome;Windows;other;Vie
P026149;65776;53.5;Chrome;Windows;other;Vie
P026150;65771;109.5;Mobile Safari;iOS;iPhone;Vie
P026151;58713;97.5;Mobile Safari;iOS;iPhone;Vie
P026152;65766;84.5;Chrome;Mac OS X;other;Vie
P026153;58461;100.5;Safari;Mac OS X;other;Vie
P026154;34218;200;Mobile Safari;iOS;iPhone;Vie
P026155;65786;71.5;Chrome;Windows;other;Vie
P026156;65773;160;Mobile Safari;iOS;iPhone;Vie
P026157;63694;158;Chrome;Windows;other;Vie
P026158;65778;58;Mobile Safari;iOS;iPhone;Vie
P026159;58701;191.5;Chrome;Windows;other;Vie
P026160;35370;91.5;Chrome;Windows;other;Vie
P026161;38994;117;Chrome Mobile;Android;other;Vie
P026162;35019;52;Chrome;Windows;other;Vie
P026163;65779;66.5;Chrome;Windows;other;Vie
P026164;43361;52;Chrome Mobile;Android;other;Vie
P026165;47111;119.5;Chrome;Windows;other;Vie
P026166;53240;147;Chrome;Windows;other;Vie
P026167;65782;73;Chrome Mobile iOS;iOS;iPhone;Vie
P026168;41186;54;Mobile Safari;iOS;iPhone;Vie
P026169;65564;57;Chrome Mobile;Android;other;Vie
P026170;52144;53.5;Chrome;Mac OS X;other;Vie
P026171;35951;133.5;Mobile Safari;iOS;iPhone;Vie
P026172;65790;133;Samsung Internet;Android;Samsung;Vie
P026173;65404;149.5;Mobile Safari;iOS;iPhone;Vie
P026174;52584;66.5;Chrome;Mac OS X;other;Vie
P026175;41163;67;Chrome;Windows;other;Vie
P026176;65791;69.5;Mobile Safari;iOS;iPhone;Vie
P026177;65789;83;Chrome;Windows;other;Vie
P026178;65781;109;Chrome Mobile;Android;other;Vie
P026179;65600;53;Chrome;Windows;other;Vie
P026180;65792;138.5;Safari;Mac OS X;other;Vie
P026181;38494;150;Chrome Mobile;Android;other;Vie
